word,kana,boin,hinshi
1771年,せんななひゃくななじゅういちねん,エンアアアウアアウウイイエン,名詞
1772年,せんななひゃくななじゅうにねん,エンアアアウアアウウイエン,名詞
1773年,せんななひゃくななじゅうさんねん,エンアアアウアアウウアンエン,名詞
1774年,せんななひゃくななじゅうよんねん,エンアアアウアアウウオンエン,名詞
1776年,せんななひゃくななじゅうろくねん,エンアアアウアアウウオウエン,名詞
1777年,せんななひゃくななじゅうななねん,エンアアアウアアウウアアエン,名詞
1782年,せんななひゃくはちじゅうにねん,エンアアアウアイウウイエン,名詞
1783年,せんななひゃくはちじゅうさんねん,エンアアアウアイウウアンエン,名詞
1784年,せんななひゃくはちじゅうよねん,エンアアアウアイウウオエン,名詞
1785年,せんななひゃくはちじゅうごねん,エンアアアウアイウウオエン,名詞
1786年,せんななひゃくはちじゅうろくねん,エンアアアウアイウウオウエン,名詞
1787年,せんななひゃくはちじゅうななねん,エンアアアウアイウウアアエン,名詞
1788年,せんななひゃくはちじゅうはちねん,エンアアアウアイウウアイエン,名詞
1789年,せんななひゃくはちじゅうきゅうね,エンアアアウアイウウウウエ,名詞
1790年,せんななひゃくきゅうじゅうねん,エンアアアウウウウウエン,名詞
1791年,せんななひゃくきゅうじゅういちねん,エンアアアウウウウウイイエン,名詞
1792年,せんななひゃくきゅうじゅうにねん,エンアアアウウウウウイエン,名詞
1793年,せんななひゃくきゅうじゅうさんねん,エンアアアウウウウウアンエン,名詞
1797年,せんななひゃくきゅうじゅうななねん,エンアアアウウウウウアアエン,名詞
1798年,せんななひゃくきゅうじゅうはちねん,エンアアアウウウウウアイエン,名詞
17歳,じゅうななさい,ウウアアアイ,名詞
17世紀,じゅうしちせいき,ウウイイエイイ,名詞
17年,じゅうななねん,ウウアアエン,名詞
17番,じゅうななばん,ウウアアアン,名詞
1800年,せんはっぴゃくねん,エンアッアウエン,名詞
1802年,せんはっぴゃくにねん,エンアッアウイエン,名詞
1804年,せんはっぴゃくよんねん,エンアッアウオンエン,名詞
1805年,せんはっぴゃくごねん,エンアッアウオエン,名詞
1806年,せんはっぴゃくろくねん,エンアッアウオウエン,名詞
1807年,せんはっぴゃくななねん,エンアッアウアアエン,名詞
1808年,せんはっぴゃくはちねん,エンアッアウアイエン,名詞
1809年,せんはっぴゃくきゅうねん,エンアッアウウウエン,名詞
180年,ひゃくはちじゅうねん,アウアイウウエン,名詞
1811年,せんはっぴゃくじゅういちねん,エンアッアウウウイイエン,名詞
1812年,じょきょくせんはっぴゃくじゅうにねん,オオウエンアッアウウウイエン,名詞
1813年,せんはっぴゃくじゅうさんねん,エンアッアウウウアンエン,名詞
1814年,せんはっぴゃくじゅうよんねん,エンアッアウウウオンエン,名詞
1817年,せんはっぴゃくじゅうななねん,エンアッアウウウアアエン,名詞
1818年,せんはっぴゃくじゅうはちねん,エンアッアウウウアイエン,名詞
1819年,せんはっぴゃくじゅうきゅうねん,エンアッアウウウウウエン,名詞
1821年,せんはっぴゃくにじゅういちねん,エンアッアウイウウイイエン,名詞
1822年,せんはっぴゃくにじゅうにねん,エンアッアウイウウイエン,名詞
1823年,せんはっぴゃくにじゅうさんねん,エンアッアウイウウアンエン,名詞
1824年,せんはっぴゃくにじゅうよんねん,エンアッアウイウウオンエン,名詞
1825年,せんはっぴゃくにじゅうごねん,エンアッアウイウウオエン,名詞
1826年,せんはっぴゃくにじゅうろくねん,エンアッアウイウウオウエン,名詞
1827年,せんはっぴゃくにじゅうななねん,エンアッアウイウウアアエン,名詞
1828年,せんはっぴゃくにじゅうはちねん,エンアッアウイウウアイエン,名詞
1830年,せんはっぴゃくさんじゅうねん,エンアッアウアンウウエン,名詞
1831年,せんはっぴゃくさんじゅういちねん,エンアッアウアンウウイイエン,名詞
1833年,せんはっぴゃくさんじゅうさんねん,エンアッアウアンウウアンエン,名詞
1834年,せんはっぴゃくさんじゅうよねん,エンアッアウアンウウオエン,名詞
1835年,せんはっぴゃくさんじゅうごねん,エンアッアウアンウウオエン,名詞
1837年,せんはっぴゃくさんじゅうななねん,エンアッアウアンウウアアエン,名詞
1839年,せんはっぴゃくさんじゅうきゅうねん,エンアッアウアンウウウウエン,名詞
1840年,せんはっぴゃくよんじゅうねん,エンアッアウオンウウエン,名詞
1842年,せんはっぴゃくよんじゅうにねん,エンアッアウオンウウイエン,名詞
1844年,せんはっぴゃくよんじゅうよんねん,エンアッアウオンウウオンエン,名詞
1845年,せんはっぴゃくよんじゅうごねん,エンアッアウオンウウオエン,名詞
1846年,せんはっぴゃくよんじゅうろくねん,エンアッアウオンウウオウエン,名詞
1848年,せんはっぴゃくよんじゅうはちねん,エンアッアウオンウウアイエン,名詞
1851年,せんはっぴゃくごじゅういちねん,エンアッアウオウウイイエン,名詞
1月5日,いちがついつか,イイアウイウア,名詞
1852年,せんはっぴゃくごじゅうにねん,エンアッアウオウウイエン,名詞
1853年,せんはっぴゃくごじゅうさんねん,エンアッアウオウウアンエン,名詞
1854年,せんはっぴゃくごじゅうよねん,エンアッアウオウウオエン,名詞
1855年,せんはっぴゃくごじゅうごねん,エンアッアウオウウオエン,名詞
1856年,せんはっぴゃくごじゅうろくねん,エンアッアウオウウオウエン,名詞
1858年,せんはっぴゃくごじゅうはちねん,エンアッアウオウウアイエン,名詞
1859年,せんはっぴゃくごじゅうきゅうねん,エンアッアウオウウウウエン,名詞
1860年,せんはっぴゃくろくじゅうねん,エンアッアウオウウウエン,名詞
1861年,せんはっぴゃくろくじゅういちねん,エンアッアウオウウウイイエン,名詞
1862年,せんはっぴゃくろくじゅうにねん,エンアッアウオウウウイエン,名詞
1863年,せんはっぴゃくろくじゅうさんねん,エンアッアウオウウウアンエン,名詞
1864年,せんはっぴゃくろくじゅうよねん,エンアッアウオウウウオエン,名詞
1865年,せんはっぴゃくろくじゅうごねん,エンアッアウオウウウオエン,名詞
1866年,せんはっぴゃくろくじゅうろくねん,エンアッアウオウウウオウエン,名詞
1867年,せんはっぴゃくろくじゅうしちねん,エンアッアウオウウウイイエン,名詞
1868年,せんはっぴゃくろくじゅうはちねん,エンアッアウオウウウアイエン,名詞
1869年,せんはっぴゃくろくじゅうきゅうねん,エンアッアウオウウウウウエン,名詞
1870年,せんはっぴゃくななじゅうねん,エンアッアウアアウウエン,名詞
1871年,せんはっぴゃくななじゅういちねん,エンアッアウアアウウイイエン,名詞
1872年,せんはっぴゃくななじゅうにねん,エンアッアウアアウウイエン,名詞
1873年,せんはっぴゃくななじゅうさんねん,エンアッアウアアウウアンエン,名詞
1874年,せんはっぴゃくななじゅうよねん,エンアッアウアアウウオエン,名詞
1875年,せんはっぴゃくななじゅうごねん,エンアッアウアアウウオエン,名詞
1876年,せんはっぴゃくななじゅうろくねん,エンアッアウアアウウオウエン,名詞
1877年,せんはっぴゃくななじゅうななねん,エンアッアウアアウウアアエン,名詞
1878年,せんはっぴゃくななじゅうはちねん,エンアッアウアアウウアイエン,名詞
1879年,せんはっぴゃくななじゅうきゅうねん,エンアッアウアアウウウウエン,名詞
1880年,せんはっぴゃくはちじゅうねん,エンアッアウアイウウエン,名詞
1881年,せんはっぴゃくはちじゅういちねん,エンアッアウアイウウイイエン,名詞
1882年,せんはっぴゃくはちじゅうにねん,エンアッアウアイウウイエン,名詞
1883年,せんはっぴゃくはちじゅうさんねん,エンアッアウアイウウアンエン,名詞
1884年,せんはっぴゃくはちじゅうよねん,エンアッアウアイウウオエン,名詞
2003年,にせんさんねん,イエンアンエン,名詞
1885年,せんはっぴゃくはちじゅうごねん,エンアッアウアイウウオエン,名詞
1886年,せんはっぴゃくはちじゅうろくねん,エンアッアウアイウウオウエン,名詞
1887年,せんはっぴゃくはちじゅうしちねん,エンアッアウアイウウイイエン,名詞
1888年,せんはっぴゃくはちじゅうはちねん,エンアッアウアイウウアイエン,名詞
1889年,せんはっぴゃくはちじゅうきゅうねん,エンアッアウアイウウウウエン,名詞
1890年,せんはっぴゃくきゅうじゅうねん,エンアッアウウウウウエン,名詞
1891年,せんはっぴゃくきゅうじゅういちね,エンアッアウウウウウイイエ,名詞
1892年,せんはっぴゃくきゅうじゅうにねん,エンアッアウウウウウイエン,名詞
1893年,せんはっぴゃくきゅうじゅうさんね,エンアッアウウウウウアンエ,名詞
1894年,せんはっぴゃくきゅうじゅうよねん,エンアッアウウウウウオエン,名詞
1895年,せんはっぴゃくきゅうじゅうごねん,エンアッアウウウウウオエン,名詞
1896年,せんはっぴゃくきゅうじゅうろくね,エンアッアウウウウウオウエ,名詞
1897年,せんはっぴゃくきゅうじゅうななね,エンアッアウウウウウアアエ,名詞
1898年,せんはっぴゃくきゅうじゅうはちね,エンアッアウウウウウアイエ,名詞
1899年,せんはっぴゃくきゅうじゅうきゅうねん,エンアッアウウウウウウウエン,名詞
18巻,じゅうはっかん,ウウアッアン,名詞
18歳,じゅうはっさい,ウウアッアイ,名詞
18年,じゅうはちねん,ウウアイエン,名詞
